번호,서명,저자,발행자,발행년,청구기호,자료실
207,횔덜린의 광기,조르조 아감벤 지음 ; 박문정 옮김,현대문학,2025,850.9-8,[해운대인문학]종합자료실
208,버려지는 디자인 통과되는 디자인 : 편집 디자인,"이미정,유은진 지음",길벗,2025,658.04-17,[해운대인문학]종합자료실
209,살다 살다 봄이 된 것은,최소연 지음 ; 제주 그림할망 그림,김영사,2025,818-3612,[해운대인문학]종합자료실
210,"조선의 백자, 군자지향",이준광 지음,은행나무,2025,631.2-7=2,[해운대인문학]종합자료실
211,왜 내 귀에는 클래식이 안 들리는 걸까,이지협 지음,연암사,2025,670.15-59,[해운대인문학]종합자료실
212,축구가 10배 더 재밌어지는 경기 관전법,하야시 료헤이 지음 ; 김정환 옮김,초록북스,2025,695.4-43,[해운대인문학]종합자료실
213,포도빛 바람이 불어오는 곳 부르고뉴,이석인 지음,시대의창,2025,573.2-37,[해운대인문학]종합자료실
214,나도 재즈 좋아해,고토 마사히로 지음 ; 아스카 사치코 그림 ; 서슬기 옮김,날,2025,673.53-42=3,[해운대인문학]종합자료실
215,치유의 글쓰기,이남희 지음,이온서가,2024,802-387,[해운대인문학]종합자료실
216,지금은 중국어 첫걸음,임한나 지음 ; 김주희 일러스트,시사중국어사,2025,727.5-57,[해운대인문학]종합자료실
217,한문 공부와 번역 이야기,성백효 지음,고반,2025,711.4-30,[해운대인문학]종합자료실
218,내가 쓰이지 않은 세상에서,강주원 지음,디페랑스,2025,802-388,[해운대인문학]종합자료실
219,감정 글쓰기,이지안 지음,앤의서재,2025,802-389,[해운대인문학]종합자료실
220,영원을 향하여,안톤 허 지음 ; 정보라 옮김,반타,2025,843-2318,[해운대인문학]종합자료실
221,창밖에 사체가 보였다,박진규 지음,나무옆의자,2025,818-3613,[해운대인문학]종합자료실
222,악은 성실하다,이지훈 지음,다산책방,2025,818-3614,[해운대인문학]종합자료실
223,대체 얘는 평소에 노래 들으면서 뭔 생각을 하는 거야,서정길 지음,인디펍,2025,818-3615,[해운대인문학]종합자료실
224,두 번째 기회를 위한 변론,왕미양 지음,세이코리아,2025,818-3616,[해운대인문학]종합자료실
225,꿈의 집에서,카먼 마리아 마차도 지음 ; 엄일녀 옮김,문학동네,2025,848-457,[해운대인문학]종합자료실
226,나무 같은 사람이 되고 싶다,리즈 마빈 지음 ; 애니 데이비드슨 그림 ; 박은진 옮김,아멜리에북스,2025,481.508-62=2,[해운대인문학]종합자료실
227,파란 캐리어 안에 든 것,듀나 지음,퍼플레인,2025,813.7-4059,[해운대인문학]종합자료실
228,나의 찬란한 라이벌,탁경은 지음,소원나무,2025,813.7-4060,[해운대인문학]종합자료실
229,이 아침 축복처럼 꽃비가,장영희 지음,샘터,2025,814.7-1104,[해운대인문학]종합자료실
230,우리 집에 가서 반미 먹을래?,이란주 지음,우리학교,2025,818-3617,[해운대인문학]종합자료실
231,시를 쓰는 마음,"나태주,좋은님 지음 ; 융 일러스트",좋은생각,2025,811.7-793,[해운대인문학]종합자료실
232,이웃집 너스에이드,치넨 미키토 지음 ; 신유희 옮김,소담출판사,2025,833.6-1418,[해운대인문학]종합자료실
233,대전환,앨러스테어 레이놀즈 지음 ; 이동윤 옮김,푸른숲,2025,843-2319,[해운대인문학]종합자료실
234,여든의 문턱,한판암 지음,해드림출판사,2024,814.7-1105,[해운대인문학]종합자료실
235,수필로 만나는 고사성어,한판암 지음,수필과비평사,2025,814.7-1106,[해운대인문학]종합자료실
236,시티 보이즈,정보훈 지음,창비,2025,808-5-138=3,[해운대인문학]종합자료실
237,햇볕 머문 자리마다 꽃 피는,최갑진 지음 ; 김설희 그림,작가마을,2025,813.7-4061,[해운대인문학]종합자료실
238,멸종과 이혼의 연대기,정광모 지음,산지니,2025,813.7-4062,[해운대인문학]종합자료실
239,심장이 먼저 아는 엄마의 안부,모경희 지음,이바구,2025,811.36-26,[해운대인문학]종합자료실
240,그럼에도 불구하고 오늘도 happy go lucky 합니다,봉모멍 지음 ; 이유진 그림,도모,2025,818-3618,[해운대인문학]종합자료실
241,우리는 무엇을 안다고 말할 수 있는가,요로 다케시 지음 ; 최화연 옮김,김영사,2025,838-263,[해운대인문학]종합자료실
242,허초희의 일생,이동문 지음,좋은땅,2025,813.7-4063,[해운대인문학]종합자료실
243,"아버지, 나의 아버지",오희숙 지음,호밀밭,2025,818-3619,[해운대인문학]종합자료실
244,통증일기,박정숙 지음,끌레마,2025,811.7-794,[해운대인문학]종합자료실
245,아이네이스. 1,베르길리우스 지음 ; 김남우 옮김,열린책들,2013,892.2-8-1,[해운대인문학]종합자료실
246,아이네이스. 2,베르길리우스 지음 ; 김남우 옮김,열린책들,2021,892.2-8-2,[해운대인문학]종합자료실
247,아이네이스. 3,베르길리우스 지음 ; 김남우 옮김,열린책들,2025,892.2-8-3,[해운대인문학]종합자료실
248,생기의 잔물결,D. H. 로렌스 지음 ; 김천봉 엮고 옮김,소명출판,2025,841-61,[해운대인문학]종합자료실
249,월트 휘트먼의 노래. 2,월트 휘트먼 지음 ; 김천봉 옮김,소명출판,2025,841-62-2,[해운대인문학]종합자료실
250,월트 휘트먼의 노래. 1,월트 휘트먼 지음 ; 김천봉 엮고 옮김,소명출판,2025,841-62-1,[해운대인문학]종합자료실
251,술은 입으로 들어오고 사랑은 눈으로 들어온다,W. B. 예이츠 지음 ; 김천봉 엮고 옮김,소명출판,2024,841-63,[해운대인문학]종합자료실
252,꽃멍,박유녕 엮음 ; 피에르 조제프 르두테 그림,플레이풀페이지,2025,808.1-30,[해운대인문학]종합자료실
253,세계문학전집,권혁웅 지음,타이피스트,2024,811.7-795,[해운대인문학]종합자료실
254,모두가 예쁜 비치,오영미 지음,타이피스트,2025,811.7-796,[해운대인문학]종합자료실
255,판탈롱 나팔바지 이야기,안도현 지음,몰개,2025,813.7-4064,[해운대인문학]종합자료실
256,떠난 이들과 남은 이들,파리누쉬 사니이 지음 ; 이미선 옮김,북레시피,2025,843-2320,[해운대인문학]종합자료실
257,나는 바보다,셔우드 앤더슨 지음 ; 박희원 옮김 ; 김선옥 해설,아고라,2025,843-2321,[해운대인문학]종합자료실
258,오십에 읽는 명상록,장대은 지음,문예춘추사,2025,160.258-8,[해운대인문학]종합자료실
259,독일 비평사 읽기,임홍배 지음,길,2025,850.9-9,[해운대인문학]종합자료실
260,우리는 늘 어떤 노래와 함께였다,장유정 지음,종이와나무,2025,673.504-5,[해운대인문학]종합자료실
261,들판에 텐트 치는 여자들,김하늬 외 지음,해냄,2025,818-3620,[해운대인문학]종합자료실
262,교차된 편지들 1858-1887 : 폴 세잔-에밀 졸라,앙리 미테랑 엮음 ; 나일민 옮김,소요서가,2025,866-11,[해운대인문학]종합자료실
263,초록을 지닌 채 우리는,이주영 지음,교유서가,2025,813.7-4065,[해운대인문학]종합자료실
264,세이프 시티,손보미 지음,창비,2025,813.7-4066,[해운대인문학]종합자료실
265,"전나무, 손수건, 그리고 작은 모자가 있는 숲","로베르트 발저 지음 ; 자비네 아이켄로트,에르하르트 쉬츠 엮음 ; 박종대 옮김",열림원,2025,854-24,[해운대인문학]종합자료실
266,소설 쓰기 싫은 날,오한기 지음,민음사,2025,814.7-1107,[해운대인문학]종합자료실
267,까칠한 재석이가 비상했다,고정욱 지음,애플북스,2025,813.7-80-10,[해운대인문학]종합자료실
268,"전원 범인, 하지만 피해자, 게다가 탐정",시모무라 아쓰시 지음 ; 남소현 옮김,북플라자,2025,833.6-1406=2,[해운대인문학]종합자료실
269,젊음의 나라,손원평 지음,다즐링,2025,813.7-4052=3,[해운대인문학]종합자료실
270,바닷속의 산,레이 네일러 지음 ; 김항나 옮김,위즈덤하우스,2025,843-2322,[해운대인문학]종합자료실
271,내 마음 들키지 않게,강석희 지음,빈페이지,2025,813.7-4067,[해운대인문학]종합자료실
272,소년 농성,구시키 리우 지음 ; 김은모 옮김,블루홀식스,2025,833.6-1419,[해운대인문학]종합자료실
273,장미,로베르트 발저 지음 ; 안미현 옮김,문학동네,2025,854-25,[해운대인문학]종합자료실
274,책과 고양이 (그리고) 나의 이야기,다지리 히사코 지음 ; 한정윤 옮김,니라이카나이,2025,838-260=2,[해운대인문학]종합자료실
275,삶은 당신의 표정을 닮아간다,악셀 하케 지음 ; 양혜영 옮김,다산초당,2025,104-375,[해운대인문학]종합자료실
276,세상에 무해한 사람이 되고 싶어,허유정 지음,뜻밖,2025,818-1675-개정판,[해운대인문학]종합자료실
277,정말이지 제로웨이스트샵만큼은 할 생각이 없었다,흔적 지음,산지니,2025,818-1049-12,[해운대인문학]종합자료실
278,한순간 여름 같은,조지 오웰 지음 ; 심지아 옮김,휴머니스트출판그룹,2025,808-19-45,[해운대인문학]종합자료실
279,오춘실의 사계절,김효선 지음,낮은산,2025,818-3603=2,[해운대인문학]종합자료실
280,밤에만 착해지는 사람들,오은 지음 ; 장고딕 일러스트,위즈덤하우스,2025,818-3621,[해운대인문학]종합자료실
281,연고자들,백온유 지음,위즈덤하우스,2025,813.7-4068,[해운대인문학]종합자료실
282,엄마 몰래 피우는 담배,임솔아 지음,위즈덤하우스,2025,813.7-4069,[해운대인문학]종합자료실
283,식탐정 허균 : 화왕계 살인 사건,현찬양 지음,래빗홀,2025,813.7-4049=2,[해운대인문학]종합자료실
284,치즈 이야기,조예은 지음,문학동네,2025,813.7-4053=3,[해운대인문학]종합자료실
285,"광개토태왕 담덕. 10, 태왕의 꿈",엄광용 지음,새움,2025,813.7-2683-10,[해운대인문학]종합자료실
286,이메르의 거미,치넨 미키토 지음 ; 김은모 옮김,북다,2025,833.6-1420,[해운대인문학]종합자료실
287,대한민국 국보 인문기행,"손귀분,이남철 엮음",마당,2025,911-334,[해운대인문학]종합자료실
288,수지가 만난 세계,"에리카 피셔 지음 ; 윤선영,배신수 옮김",산지니,2025,911.06-96,[해운대인문학]종합자료실
289,"압록강 700리, 북한 기차역과 사람들",강동완 지음,너나드리,2025,309.111-81,[해운대인문학]종합자료실
290,나를 찾아 걸은 까미노 산티아고,이학근 지음,호밀밭,2025,982.702-65,[해운대인문학]종합자료실
291,미국인은 배우지 않는 불편한 미국사,제임스 W. 로웬 지음 ; 네이트 파월 각색·그림 ; 김미선 옮김,책과함께,2025,942-39,[해운대인문학]종합자료실
292,마오 이후의 중국,프랑크 디쾨터 지음 ; 고기탁 옮김,열린책들,2025,912-67,[해운대인문학]종합자료실
293,위대한 패배자,볼프 슈나이더 지음 ; 박종대 옮김,을유문화사,2025,990-32,[해운대인문학]종합자료실
294,꽃 떨어진 동산에서 호미와 괭이를 들자,이동해 지음,휴머니스트,2025,911.063-34,[해운대인문학]종합자료실
295,리얼 일본 소도시 여행,"정꽃나래,정꽃보라 지음 ; 이예연 지도·일러스트",한빛라이프,2025,981.302-89,[해운대인문학]종합자료실
296,나트랑·달랏 여행의 모든 것,손연주 지음,시원북스,2025,981.4102-36,[해운대인문학]종합자료실
297,한국인의 눈으로 본 근대 일본의 역사,박훈 지음,어크로스,2025,913-36,[해운대인문학]종합자료실
298,팔레스타인의 파괴는 지구의 파괴다,안드레아스 말름 지음 ; 추선영 옮김,두번째테제,2025,918.63-24,[해운대인문학]종합자료실
299,매달려,김현태 지음 ; 최레오 그림,도도,2025,유아 813.8-3375,[해운대인문학]유아자료실
300,당근 먹는 티라노사우루스,스므리티 프라사담 홀스 지음 ; 카테리나 마놀레소 그림 ; 엄혜숙 옮김,풀과바람,2025,유아 843-1623-개정판,[해운대인문학]유아자료실
301,꺼어어어억 트림이 나왔어!,사스키아 귄 지음 ; 폴라 볼스 그림 ; 이계순 옮김,푸른숲주니어,2025,아동 511.1-46,[해운대인문학]어린이자료실
302,돌멩이 : 달리면 흐릿해지는 것들,수수아 지음,현북스,2024,유아 813.8-3376,[해운대인문학]유아자료실
303,훌쩍 훌쩍 노랑이,이현영 지음,현북스,2025,유아 813.8-3377,[해운대인문학]유아자료실
304,파랑토끼,문소현 지음,현북스,2025,유아 813.8-3378,[해운대인문학]유아자료실
305,멈춰서 바라보면,아술 로페스 지음 ; 김서정 옮김,목요일,2025,유아 873-177,[해운대인문학]유아자료실
306,숨은그림찾기 ㄱㄴㄷ,이주희,한솔수북,2025,유아 813.8-3379,[해운대인문학]유아자료실
307,이런 나는 괜찮아요 : 불안한 고양이,"양은주,양미향 지음 ; 김민주 그림",나무처럼,2025,유아 181.7-28,[해운대인문학]유아자료실
308,나의 완벽한 하루,송희진 지음,모든요일그림책,2025,유아 813.8-3380,[해운대인문학]유아자료실
309,고양이 호텔,후쿠베 아키히로 지음 ; 가와시마 나나에 그림 ; 고향옥 옮김,지성주니어,2025,유아 833.8-682,[해운대인문학]유아자료실
310,잘 자라서 잘 사는 토끼,송미순 지음 ; 간장 그림,올리,2025,유아 813.8-3381,[해운대인문학]유아자료실
311,눈물 박물관,황셴야 지음 ; 조은 옮김,파란자전거,2025,유아 823.7-82,[해운대인문학]유아자료실
312,고양이에게 방울 달기,냥송이 지음,올리,2025,유아 813.8-3382,[해운대인문학]유아자료실
313,옥수수 옷벗기,하라사마 마미 지음 ; 차현자 옮김,클레이키위,2025,유아 833.8-683,[해운대인문학]유아자료실
314,편식 탈출 골고루 상자,사와노 아키후미 지음 ; 황진희 옮김,올리,2024,유아 833.8-684,[해운대인문학]유아자료실
315,월요일기,조윤주 지음,다그림책,2025,유아 813.8-3383,[해운대인문학]유아자료실
316,바다 어항,이이삼 지음,올리,2024,유아 813.8-3384,[해운대인문학]유아자료실
